Name,Year,Duration,Genre,Votes,Director,Actor 1,Actor 2,Actor 3,num_critic_for_reviews,director_facebook_likes,actor_1_facebook_likes,num_voted_users,cast_total_facebook_likes,num_user_for_reviews,actor_2_facebook_likes,movie_facebook_likes,Revenue_Millions,Rating
Raincoat,2004,117,"Drama, Romance",4170,Rituparno Ghosh,Ajay Devgn,Aishwarya Rai Bachchan,Annu Kapoor,,,,,,,,,,7.6
Raj Hath,1956,136,"Adventure, Drama, Romance",16,Sohrab Modi,Madhubala,Pradeep Kumar,Ulhas,,,,,,,,,,6.2
Raj Mahal,1982,157,"Action, Drama",19,K. Parvez,Vinod Khanna,Neetu Singh,Asrani,,,,,,,,,,6.1
Raj Tilak,1959,171,Adventure,14,S.S. Vasan,Gemini Ganesan,Vyjayanthimala,Pran,,,,,,,,,,6.1
Raja,1995,168,"Action, Drama, Romance",751,Indra Kumar,Sanjay Kapoor,Madhuri Dixit,Mukesh Khanna,,,,,,,,,,5.3
Raja Abroadiya,2018,117,Romance,22,Lakhwinder Shabla,Robin Sohi,Vaishnavi Patwardhan,Alankrita Bora,,,,,,,,,,4.3
Raja Aur Runk,1968,145,"Drama, Family, Musical",49,Kolli Pratyagatma,Sanjeev Kumar,Ajit,Mukri,,,,,,,,,,6.9
Raja Babu,1994,161,"Action, Comedy, Drama",2654,David Dhawan,Govinda,Karisma Kapoor,Shakti Kapoor,,,,,,,,,,6.3
Raja Bhaiya,2003,127,"Comedy, Drama",211,Raman Kumar,Sadashiv Amrapurkar,Rakesh Bedi,Kajal Chakraborty,,,,,,,,,,3.7
Raja Harishchandra,1952,146,History,7,Raman B. Desai,Prem Adib,Sumitra Devi,Bipin Gupta,,,,,,,,,,6
Raja Hindustani,1996,165,"Action, Comedy, Drama",7195,Dharmesh Darshan,Aamir Khan,Karisma Kapoor,Suresh Oberoi,,,,,,,,,,6.2
Raja Ki Ayegi Baraat,1997,158,"Drama, Romance",373,Ashok Gaekwad,Shadaab Khan,Rani Mukerji,Gulshan Grover,,,,,,,,,,3.7
Raja Ko Rani Se Pyar Ho Gaya,2000,148,"Comedy, Musical, Romance",78,Rajeev Kumar,Arvind Swamy,Manisha Koirala,Dilip Dhawan,,,,,,,,,,3.4
Raja Natwarlal,2014,141,"Crime, Thriller",4038,Kunal Deshmukh,Emraan Hashmi,Humaima Malik,Paresh Rawal,,,,,,,,,,6.1
Raja Saab,1969,144,Romance,37,Suraj Prakash,Shashi Kapoor,Nanda,Kamal Kapoor,,,,,,,,,,6.3
Rajaji,1999,150,"Comedy, Romance",344,Vimal Kumar,Govinda,Raveena Tandon,Satish Kaushik,,,,,,,,,,4.6
Rajdhani Express,2013,140,"Action, Drama, Thriller",257,Ashok Kohli,Jimmy Sheirgill,Ishrat Ali,Nishant Balgovind,,,,,,,,,,2.9
Rajjo,2013,123,"Drama, Romance",436,Vishwas Patil,Kangana Ranaut,Prakash Raj,Mahesh Manjrekar,,,,,,,,,,2.3
Rajkumar,1996,146,"Drama, Family, Fantasy",277,Pankaj Parashar,Naseeruddin Shah,Anil Kapoor,Madhuri Dixit,,,,,,,,,,4.5
Rajkumar,1964,178,"Musical, Drama, Comedy",164,K. Shankar,Shammi Kapoor,Sadhana,Pran,,,,,,,,,,7
Rajma Chawal,2018,117,"Comedy, Drama, Family",1698,Leena Yadav,Amyra Dastur,Rishi Kapoor,Sheeba Chaddha,,,,,,,,,,5.8
Rajneeti,2010,163,"Crime, Drama, Thriller",16737,Prakash Jha,Ranbir Kapoor,Ajay Devgn,Nana Patekar,,,,,,,,,,7.1
Rajnigandha,1974,110,"Drama, Romance",670,Basu Chatterjee,Vidya Sinha,Amol Palekar,Dinesh Thakur,,,,,,,,,,7.3
Rajoo Dada,1992,125,Action,6,D.S. Azad,Mithun Chakraborty,Chandrashekhar,Mohan Choti,,,,,,,,,,3.3
Rajput,1951,120,"Action, Drama",10,Lekhraj Bhakri,Paidi Jairaj,Suraiya,Kuldip Kaur,,,,,,,,,,6.4
Rajput Ramani,1936,138,Adventure,10,Keshavrao Dhaiber,Nalini Tarkhad,Nanasaheb Phatak,Shanta Apte,,,,,,,,,,3.1
Raju Ban Gaya Gentleman,1992,152,"Musical, Comedy, Romance",7351,Aziz Mirza,Shah Rukh Khan,Juhi Chawla,Nana Patekar,,,,,,,,,,6.8
Raju Chacha,2000,163,"Action, Comedy, Drama",1878,Anil Devgan,Kajol,Ajay Devgn,Rishi Kapoor,,,,,,,,,,5.1
Rakhi,1962,133,"Drama, Family",41,A. Bhimsingh,Ashok Kumar,Waheeda Rehman,Pradeep Kumar,,,,,,,,,,6.5
Rakhi Aur Hathkadi,1972,90,"Action, Drama, Family",22,S.M. Sagar,Ashok Kumar,Asha Parekh,Vijay Arora,,,,,,,,,,6.6
Rakht,2004,162,"Horror, Thriller",608,Mahesh Manjrekar,Sanjay Dutt,Sunil Shetty,Bipasha Basu,,,,,,,,,,3.7
Rakhta Charitra,2010,125,"Action, Biography, Crime",4066,Ram Gopal Varma,Vivek Oberoi,Shatrughan Sinha,Sudeep,,,,,,,,,,7.6
Rakhta Charitra 2,2010,135,"Action, Biography, Crime",2645,Ram Gopal Varma,Shatrughan Sinha,Vivek Oberoi,Suriya,,,,,,,,,,6.5
Rakhtbeej,2012,120,Thriller,15,Anil Ballani,Julia Datt,Tinnu Anand,Mansi Dovhal,,,,,,,,,,3.1
Rakhwale,1994,135,Action,20,Sudharshan Lal,Mukesh Khanna,Aatish Devgan,Harsha Mehra,,,,,,,,,,2.9
Rakkhosh,2019,128,Horror,162,Abhijit Kokate,Srivinay Salian,Sanjay Mishra,Priyanka Bose,,,,,,,,,,4.7
Raksha,1981,127,"Action, Drama",21,Ravikant Nagaich,Jeetendra,Parveen Babi,Moushumi Chatterjee,,,,,,,,,,5.8
Rakshaa Bandhan,1977,90,Drama,5,Shantilal Soni,Jairaj,Pallavi Joshi,Lalita Pawar,,,,,,,,,,7.6
Rakshak,1996,164,"Action, Thriller",296,Ashok Honda,Sunil Shetty,Karisma Kapoor,Sonali Bendre,,,,,,,,,,4.7
Rakta Bandhan,1984,126,"Action, Comedy, Crime",14,Rajat Rakshit,Rati Agnihotri,Birbal,Mithun Chakraborty,,,,,,,,,,5.3
Raktdhar,2017,111,Drama,12,Ajit Varma,Jimmy Sharma,Shakti Kapoor,Shahbaaz Khan,,,,,,,,,,6.5
Ram Aur Shyam,1967,171,"Comedy, Drama, Family",862,Tapi Chanakya,Dilip Kumar,Waheeda Rehman,Mumtaz,,,,,,,,,,7.4
Ram Balram,1980,169,"Action, Comedy, Drama",475,Vijay Anand,Dharmendra,Amitabh Bachchan,Zeenat Aman,,,,,,,,,,6.3
Ram Bharose,1977,130,Comedy,18,Anand Sagar,Randhir Kapoor,Rekha,Amjad Khan,,,,,,,,,,6.7
Ram Gopal Varma Ki Aag,2007,171,"Action, Adventure, Comedy",6655,Ram Gopal Varma,Amitabh Bachchan,Mohanlal,Ajay Devgn,,,,,,,,,,1.7
Ram Jaane: God Knows,1995,122,"Action, Crime, Drama",3714,Rajiv Mehra,Shah Rukh Khan,Juhi Chawla,Vivek Mushran,,,,,,,,,,5.4
Ram Ki Janmabhoomi,2019,122,Drama,92,Sanoj Mishra,Sanoj R. Mishra,Muntazir Ahmad,Manveer Choudhary,,,,,,,,,,6.6
Ram Lakhan,1989,174,"Action, Comedy, Drama",2406,Subhash Ghai,Rakhee Gulzar,Jackie Shroff,Anil Kapoor,,,,,,,,,,6.8
Ram Rajya,1943,144,"Drama, Family, Fantasy",20,Vijay Bhatt,Prem Adib,Shobhna Samarth,Umakant,,,,,,,,,,7.2
Ram Ratan,2017,112,Romance,61,Govind Sakariya,Rishi Bhutani,Daisy Shah,Mahesh Thakur,,,,,,,,,,3.7
Ram Singh Charlie,2020,104,Drama,1272,Nitin Kakkar,Kumud Mishra,Divya Dutta,Salima Raza,,,,,,,,,,8
Ram Tera Desh,1984,140,Drama,13,Swaroop Kumar,Hema Malini,Ashok Kumar,Vijayendra Ghatge,,,,,,,,,,5.8
Ram Tere Kitne Nam,1985,157,Drama,58,P. Madhavan,Sanjeev Kumar,Rekha,Prem Chopra,,,,,,,,,,6
Ram Teri Ganga Maili,1985,178,"Drama, Musical, Romance",962,Raj Kapoor,Rajiv Kapoor,Mandakini,Divya Rana,,,,,,,,,,6.7
Rama Rama Kya Hai Dramaaa,2008,180,"Comedy, Drama, Romance",259,Chandrakant Singh,Neha Dhupia,Amrita Arora,Anupam Kher,,,,,,,,,,3.9
Ramaa: The Saviour,2010,120,"Action, Adventure, Drama",147,Hadi Abrar,Sahil Khan,Tanushree Dutta,Meghan Jadhav,,,,,,,,,,3.4
Ramad,2017,142,"Drama, Thriller",38,Shankar Addi Mehra,Sourabh Arora,Abhinav Goyal,Raphael Jose,,,,,,,,,,7.5
Ramaiya Vastavaiya,2013,148,"Action, Drama, Romance",3531,Prabhu Deva,Shruti Haasan,Girish Taurani,Randhir Kapoor,,,,,,,,,,5.7
Ram-Avtar,1988,170,"Action, Drama, Romance",201,Sunil Hingorani,Sunny Deol,Anil Kapoor,Sridevi,,,,,,,,,,4.5
Ramayana: The Epic,2010,98,"Animation, Adventure, Family",456,Chetan Desai,Manoj Bajpayee,Juhi Chawla,Ashutosh Rana,,,,,,,,,,5.9
Ramgarh Ke Sholay,1991,123,"Action, Comedy, Crime",59,Ajit Dewani,Kishore Anand Bhanushali,Dinesh Hingoo,Amjad Khan,,,,,,,,,,4.7
Ramji Londonwaley,2005,154,"Comedy, Drama, Family",1058,Sanjay Dayma,Madhavan,Samita Bangargi,Harsh Chhaya,,,,,,,,,,6.7
Ramkali,1985,141,Action,12,Shyam Ralhan,Hema Malini,Shatrughan Sinha,Nirupa Roy,,,,,,,,,,5.4
RamLeela,2013,150,"Drama, Musical, Romance",19114,Sanjay Leela Bhansali,Ranveer Singh,Deepika Padukone,Supriya Pathak,,,,,,,,,,6.4
Ramprasad Ki Tehrvi,2019,115,"Comedy, Drama",3574,Seema Bhargava,Manoj Pahwa,Deepika Amin,Ninad Kamat,,,,,,,,,,7.6
Ramshastri,1944,122,Drama,10,Vishram Bedekar,Gajanan Jagirdar,Raja Nene,Gajanan Jagirdar,,,,,,,,,,6.8
Ramta Jogi,2015,139,Romance,71,Guddu Dhanoa,Rahul Dev,Zafar Dhillon,Anil Grover,,,,,,,,,,6.9
Ramudochhadu,1996,125,"Action, Comedy, Drama",77,Kodanda Rami Reddy A.,Krishna Ghattamaneni,Suhasini,Satyanarayana Kaikala,,,,,,,,,,6.1
Ranbanka,2015,98,Action,119,Aryeman Ramsay,Manish Paul,Ravi Kishan,Pooja Thakur,,,,,,,,,,3.6
Ranchi Diaries,2017,93,Thriller,81,Sattwik Mohanty,Soundarya Sharma,Pradeep Singh,Anupam Kher,,,,,,,,,,7.3
Rang,1993,150,"Drama, Romance",187,Talat Jani,Jeetendra,Amrita Singh,Kamal Sadanah,,,,,,,,,,4.8
Rang Birangi,1983,180,Comedy,520,Hrishikesh Mukherjee,Amol Palekar,Parveen Babi,Farooq Shaikh,,,,,,,,,,7.1
Rang De Basanti,2006,167,"Comedy, Crime, Drama",114446,Rakeysh Omprakash Mehra,Aamir Khan,Soha Ali Khan,Siddharth,,,,,,,,,,8.1
Ranga,1982,133,"Action, Drama",100,R. Thyagaraajan,Rajinikanth,Radhika Sarathkumar,S.A. Ashokan,,,,,,,,,,6.2
Rangeela,1995,142,"Comedy, Drama, Musical",9370,Ram Gopal Varma,Urmila Matondkar,Aamir Khan,Jackie Shroff,,,,,,,,,,7.5
Rangeela Raja,2019,162,Comedy,215,Sikander Bharti,Govinda,Mishika Chourasia,Karan Aanand,,,,,,,,,,2.3
Rangeelay,2013,129,"Action, Comedy, Drama",176,Navaniat Singh,Jimmy Sheirgill,Neha Dhupia,Binnu Dhillon,,,,,,,,,,5
Rangoon,2017,170,"Action, Drama, History",3903,Vishal Bhardwaj,Kangana Ranaut,Shahid Kapoor,Saif Ali Khan,,,,,,,,,,5.6
Rangrezz,2013,144,"Action, Drama",426,Priyadarshan,Jackky Bhagnani,Priya Anand,Rajpal Yadav,,,,,,,,,,5.1
Rani Aur Lalpari,1975,135,"Drama, Family, Fantasy",42,Ravikant Nagaich,Baby Rani,Reena Roy,Abbas Ali,,,,,,,,,,6.7
Rani Rupmati,1959,148,"Action, Adventure",24,S.N. Tripathi,Bharat Bhushan,Nalini Chonkar,Ulhas,,,,,,,,,,5.8
Ranj,2019,80,Drama,9,Sunit Sinha,Raju Kumar,Madhu Sagar,Kriti Sharma,,,,,,,,,,7.2
Rann,2010,137,"Drama, Mystery, Thriller",2476,Ram Gopal Varma,Amitabh Bachchan,Riteish Deshmukh,Gul Panag,,,,,,,,,,6.9
Ranna,2015,152,"Action, Comedy, Drama",616,Nandakishore,Sudeep,Prakash Raj,Avinash,,,,,,,,,,6.2
Ranviir the Marshal,2015,132,"Action, Drama, Thriller",7,Milind Ukey,Rishy,Rati Agnihotri,Ramnita Chaudhry,,,,,,,,,,7.7
Rao Saheb,1986,123,"Comedy, Drama",7,Vijaya Mehta,Arvind Gadgil,Chandrakant Gokhale,Vasant Ingle,,,,,,,,,,5.7
Raqeeb,2007,124,"Crime, Drama, Mystery",283,Anurag Singh,Rahul Khanna,Sharman Joshi,Tanushree Dutta,,,,,,,,,,4.2
Raqt,2013,180,"Horror, Mystery, Thriller",6,Adi Irani,Shiva Rindani,Shweta Bhardwaj,Gulshan Grover,,,,,,,,,,4.3
Rascals,2011,128,"Action, Comedy, Crime",2682,David Dhawan,Ajay Devgn,Sanjay Dutt,Kangana Ranaut,,,,,,,,,,2.9
Rashtraputra,2018,122,"Action, Biography, Drama",23,Megastar Maharishi Aazaad,Megastar Maharishi Aazaad,Rakesh Bedi,Abhay Bhargava,,,,,,,,,,5.7
Ratan,1944,118,"Musical, Romance",30,M. Sadiq,Swaran Lata,Karan Dewan,Amir Banu,,,,,,,,,,7.2
Raton Ki Rani (The Night Queen),2004,116,Horror,6,Kanti Shah,Sapna Sappu,Vinod Tripathi,Amit Pachori,,,,,,,,,,3.5
Ravan Raaj: A True Story,1995,153,"Action, Crime, Thriller",112,Rama Rao Tatineni,Ishrat Ali,Mithun Chakraborty,Jack Gaud,,,,,,,,,,5.9
Ready,2011,145,"Action, Comedy, Romance",16937,Anees Bazmee,Salman Khan,Asin Thottumkal,Paresh Rawal,,,,,,,,,,4.8
Rebellious Flower,2016,110,"Biography, Drama",241,Krishan Hooda,Prince Shah,Shashank Singh,Mantra Mugdh,,,,,,,,,,6.8
Red Alert: The War Within,2009,120,"Action, Drama, Thriller",339,Ananth Narayan Mahadevan,Sunil Shetty,Sameera Reddy,Ashish Vidyarthi,,,,,,,,,,6.4
Red Rose,1980,125,"Crime, Romance, Thriller",167,Bharathiraja,Rajesh Khanna,Poonam Dhillon,Aruna Irani,,,,,,,,,,6.3
Red Swastik,2007,131,"Crime, Drama, Thriller",219,Vinod Pande,Sherlyn Chopra,Harsh Chhaya,Deepshikha Nagpal,,,,,,,,,,2.8
Red: The Dark Side,2007,148,"Drama, Romance, Thriller",306,Vikram Bhatt,Aftab Shivdasani,Celina Jaitly,Amrita Arora,,,,,,,,,,3.3
Rediscovering India,2017,124,Documentary,62,Meenal Dixit,Benny John,Benny John,Meenal Dixit,,,,,,,,,,9
Redrum,2018,101,Thriller,28,Dhruv,Sourabh,Vibhav Roy,Saeeda Imtiaz,,,,,,,,,,3.9
Refl3ct,2021,65,Sci-Fi,467,Nikhil Mahar,Vijay Mahar,Vijay Mahar,Nikhil Mahar,,,,,,,,,,9.3
Refugee,2000,207,"Drama, Musical, Romance",1881,J.P. Dutta,Jackie Shroff,Sunil Shetty,Abhishek Bachchan,,,,,,,,,,5.4
Regards & Peace,2020,89,Thriller,27,Sanjay Amar,Prashantt Guptha,Flora Saini,Sadhana Singh,,,,,,,,,,5.5
Rehguzar,2006,125,Drama,45,Faruq Masudi,Jimmy Sheirgill,Saloni Aswani,Rakesh Bedi,,,,,,,,,,5.9
Rehnaa Hai Terre Dil Mein,2001,160,"Musical, Romance",7713,Gautham Vasudev Menon,Madhavan,Saif Ali Khan,Dia Mirza,,,,,,,,,,7.6
Relax,2005,131,Thriller,8,Pradeep C. Shetty,Rohan,Daisy Bopanna,Ali,,,,,,,,,,3.2
Religion,2007,105,"Drama, History",1031,Bhavna Talwar,Pankaj Kapur,Supriya Pathak,Pankaj Tripathi,,,,,,,,,,8
Remember Amnesia,2019,88,Comedy,29,Ravi Godse,Lisa Ann Walter,Tovah Feldshuh,Curtiss Cook,,,,,,,,,,7.7
Reporter Raju,1962,138,"Action, Crime, Drama",11,Dwarka Khosla,Feroz Khan,Chitra,Jeevan Kala,,,,,,,,,,5.2
Rescue,2019,80,Drama,18,Nayan Pachori,Rahul Thulasiram,Sreejita De,Ishita Ganguly,,,,,,,,,,4.5
Resham Ki Dori,1974,139,"Drama, Family",49,Atma Ram,Saira Banu,Dharmendra,Kumud Chuggani,,,,,,,,,,7
Reshma Aur Shera,1971,158,"Drama, Musical, Romance",204,Sunil Dutt,Waheeda Rehman,Sunil Dutt,Rakhee Gulzar,,,,,,,,,,6.8
Reshma Aur Sultaan,2002,82,Action,10,S. Kumar,Hemant Birje,Dharmendra,Shakti Kapoor,,,,,,,,,,4.9
Return of Jewel Thief,1996,159,"Crime, Thriller",110,Ashok Tyagi,Ashok Kumar,Dev Anand,Dharmendra,,,,,,,,,,4.6
Return of Robin Hood,1988,80,Drama,27,Tapan Sinha,Anil Chatterjee,Utpal Dutt,Rabi Ghosh,,,,,,,,,,7
Reva,2018,159,Drama,692,Rahul Bhole,Vinit Kanojia,Bhairavi Athavle,Abhinay Banker,,,,,,,,,,8.4
Revati,2005,145,Drama,34,Farogh Siddique,Kashmira Shah,Shreyas Talpade,Ayub Khan,,,,,,,,,,5.1
Revenge of the Tigress,2001,105,Action,15,Kanti Shah,Sapna Sappu,Amit Pachori,Junior Johnny Lever,,,,,,,,,,8.5
Revolver Rani,2014,132,"Action, Comedy, Crime",1678,Sai Kabir,Kangana Ranaut,Vir Das,Zakir Hussain,,,,,,,,,,4.5
Ribbon,2017,106,"Drama, Family",604,Rackhee Sandilya,Kalki Koechlin,Sumeet Vyas,Pathy Aiyar,,,,,,,,,,6.9
Right Yaaa Wrong,2010,135,"Crime, Drama, Mystery",895,Neeraj Pathak,Sunny Deol,Irrfan Khan,Isha Koppikar,,,,,,,,,,6.4
Rihaee,1988,158,Drama,75,Aruna Raje,Vinod Khanna,Hema Malini,Naseeruddin Shah,,,,,,,,,,6.7
Rikki-Tikki-Tavi,1979,78,Family,527,Nana Kldiashvili,Aleksandr Zguridi,Margarita Terekhova,Aleksey Batalov,,,,,,,,,,7.6
Rise of the Zombie,2013,86,"Drama, Horror, Thriller",404,Luke Kenny,Devaki Singh,Luke Kenny,Kirti Kulhari,,,,,,,,,,3.5
Rishte Naahte,1965,158,"Drama, Family",13,K.S. Gopalakrishnan,Raaj Kumar,Jamuna,Nutan,,,,,,,,,,6.5
Rishtey,2002,164,"Action, Drama",921,Indra Kumar,Anil Kapoor,Karisma Kapoor,Shilpa Shetty Kundra,,,,,,,,,,4.6
Risk,2007,155,"Action, Crime, Drama",559,Vishram Sawant,Vinod Khanna,Randeep Hooda,Tanushree Dutta,,,,,,,,,,6.6
Risknamaa,2019,123,Thriller,20,Aarun Nagar,Garima Agarwal,Anupama,Parveen Bansala,,,,,,,,,,7
Ritu,2014,129,"Drama, Romance",25,Manoj Adhikari,Raj Ballav Koirala,Malina Joshi,Reema Bishwokarma,,,,,,,,,,6.8
Rivaaj,1972,117,Drama,11,T. Prakash Rao,Mala Sinha,Sanjeev Kumar,Shatrughan Sinha,,,,,,,,,,6.7
Riwayat,2012,122,"Crime, Drama, Family",9,Vijay Patkar,Salil Ankola,Samapika Debnath,Saurabh Dubey,,,,,,,,,,4.6
Riyasat,2014,80,Crime,44,Ashok Tyagi,Rajesh Khanna,Aryeman Ramsay,Raza Murad,,,,,,,,,,6.4
RK/RKAY,2021,95,Drama,12,Rajat Kapoor,Rajat Kapoor,Mallika Sherawat,Ranvir Shorey,,,,,,,,,,8.7
Road,2002,134,Thriller,1197,Rajat Mukherjee,Manoj Bajpayee,Vivek Oberoi,Antara Mali,,,,,,,,,,5.6
Road to Ladakh,2003,50,Drama,268,Ashvin Kumar,Deepak,Rimpoche Dorje,Thuptan Gelek,,,,,,,,,,6.1
Road to Sangam,2009,135,"Drama, Thriller",764,Amit Rai,Paresh Rawal,Om Puri,Pawan Malhotra,,,,,,,,,,7.4
"Road, Movie",2009,95,"Adventure, Comedy, Crime",1660,Dev Benegal,Abhay Deol,Satish Kaushik,Tannishtha Chatterjee,,,,,,,,,,6.8
Roadside Romeo,2008,93,"Animation, Adventure, Comedy",1353,Jugal Hansraj,Saif Ali Khan,Kareena Kapoor,Javed Jaffrey,,,,,,,,,,5.2
Roam Rome Mein,2019,107,Drama,50,Tannishtha Chatterjee,Nawazuddin Siddiqui,Tannishtha Chatterjee,Valentina Corti,,,,,,,,,,7.8
Roar: Tigers of the Sundarbans,2014,123,"Action, Adventure, Sci-Fi",702,Kamal Sadanah,Aadil Chahal,Ahran Chaudhary,Pranay Dixit,,,,,,,,,,5.6
Rock Dancer,1995,168,"Crime, Drama, Musical",45,V. Menon,Kamal Sadanah,Ritu Shivpuri,Ronit Roy,,,,,,,,,,4.2
Rock on 2,2016,143,"Drama, Music",2006,Shujaat Saudagar,Farhan Akhtar,Shraddha Kapoor,Arjun Rampal,,,,,,,,,,5
Rock On!!,2008,145,"Drama, Music",21178,Abhishek Kapoor,Arjun Rampal,Farhan Akhtar,Luke Kenny,,,,,,,,,,7.7
Rocket Singh: Salesman of the Year,2009,150,"Comedy, Drama",19343,Shimit Amin,Ranbir Kapoor,Prem Chopra,Mukesh S. Bhatt,,,,,,,,,,7.5
Rockford,1999,102,"Comedy, Drama",1352,Nagesh Kukunoor,Rohan Dey,Jayant Kripalani,Nandita Das,,,,,,,,,,7.4
Rockstar,2011,159,"Drama, Music, Romance",40835,Imtiaz Ali,Ranbir Kapoor,Nargis Fakhri,Shammi Kapoor,,,,,,,,,,7.7
Rocky,1981,151,"Action, Romance",593,Sunil Dutt,Sanjay Dutt,Reena Roy,Tina Ambani,,,,,,,,,,6.9
Rocky,2006,125,"Action, Drama, Romance",317,Suresh Krishna,Zayed Khan,Isha Sharvani,Minissha Lamba,,,,,,,,,,3.9
Rocky Handsome,2016,119,"Action, Crime, Drama",7647,Nishikant Kamat,John Abraham,Nishikant Kamat,Sharad Kelkar,,,,,,,,,,6.8
Rog,2005,115,"Mystery, Romance, Thriller",484,Himanshu Brahmbhatt,Irrfan Khan,Ilene Hamann,Himanshu Malik,,,,,,,,,,5.2
Rokkk,2010,180,"Drama, Horror, Mystery",125,Rajesh Ranshinge,Tanushree Dutta,Udita Goswami,Shaad Randhawa,,,,,,,,,,4.2
Rolling in Money,1988,139,Comedy,365,Kawal Sharma,Naseeruddin Shah,Poonam Dhillon,Mandakini,,,,,,,,,,6.9
Romeo Akbar Walter,2019,141,"Action, Drama, Thriller",5120,Robbie Grewal,John Abraham,Jackie Shroff,Mouni Roy,,,,,,,,,,6.6
Roohani Taaqat,1991,119,Horror,28,Mohan Bhakri,Shagufta Ali,Ratan Aulakh,Rana Jung Bahadur,,,,,,,,,,3.9
Roohi,2021,134,"Comedy, Horror",6422,Hardik Mehta,Rajkummar Rao,Varun Sharma,Janhvi Kapoor,,,,,,,,,,4.3
Roohi,1981,135,"Action, Drama, Romance",7,S.U. Syed,Zarina Wahab,Mazhar Khan,Asif Akbar,,,,,,,,,,2.6
Room: The Mystery,2015,90,Thriller,31,Faisal Khan,Atif Jamil,Ibra Khan,Roselyn Dsouza,,,,,,,,,,3.5
Roop Ki Rani Choron Ka Raja,1993,190,"Action, Drama, Musical",864,Satish Kaushik,Anil Kapoor,Sridevi,Anupam Kher,,,,,,,,,,4.9
Rootha Na Karo,1970,125,"Drama, Comedy, Family",21,Sunder Dar,Shashi Kapoor,Nanda,Kumari Naaz,,,,,,,,,,6.1
Roshni,2018,45,"Documentary, Family",186,Anshul Adhikari,Nazneen Bhatia,Roshni,Vandana Shiva,,,,,,,,,,6.2
Roti,1974,120,"Drama, Romance, Thriller",461,Manmohan Desai,Rajesh Khanna,Mumtaz,Nirupa Roy,,,,,,,,,,6.8
Roti,1942,153,Drama,30,Mehboob Khan,Chandra Mohan,Sheikh Mukhtar,Sitara Devi,,,,,,,,,,6.3
Roti Kapada Aur Makaan,1974,159,"Action, Drama, Musical",739,Manoj Kumar,Manoj Kumar,Shashi Kapoor,Zeenat Aman,,,,,,,,,,6.9
Roti Kee Keemat,1990,130,"Action, Crime, Drama",30,Ramesh Ahuja,Somesh Agarwal,Sadashiv Amrapurkar,Rana Jung Bahadur,,,,,,,,,,5.8
Rough Book,2016,100,Drama,193,Ananth Narayan Mahadevan,Tannishtha Chatterjee,Mukesh Hariawala,Amaan f Khan,,,,,,,,,,6.8
Rowdy Inspector,1992,143,"Action, Drama",115,Gopal B.,Nandamuri Balakrishna,Annapoorna,Brahmanandam,,,,,,,,,,6
Rowdy Rathore,2012,140,"Action, Comedy, Crime",21097,Prabhu Deva,Akshay Kumar,Sonakshi Sinha,Nassar,,,,,,,,,,5.7
Roy,2015,146,"Action, Drama, Mystery",7240,Vikramjit Singh,Arjun Rampal,Jacqueline Fernandez,Ranbir Kapoor,,,,,,,,,,3.3
Ru-Ba-Ru,2008,120,"Drama, Romance, Thriller",251,Arjun Bali,Randeep Hooda,Shahana Goswami,Rati Agnihotri,,,,,,,,,,5.5
Rudaali,1993,128,Drama,489,Kalpana Lajmi,Rakhee Gulzar,Dimple Kapadia,Raj Babbar,,,,,,,,,,7.2
Rudraksh,2004,143,"Action, Fantasy, Sci-Fi",1157,Mani Shankar,Sanjay Dutt,Bipasha Basu,Sunil Shetty,,,,,,,,,,2.7
Rudranetra,1989,126,"Action, Crime, Thriller",71,K. Raghavendra Rao,Chiranjeevi,Brahmanandam,Nuthan Prasad,,,,,,,,,,6.5
Rui Ka Bojh,1997,117,Drama,215,Subhash Agrawal,Pankaj Kapur,Reema Lagoo,Raghuvir Yadav,,,,,,,,,,7.7
Rukh,2017,106,"Drama, Mystery",596,Atanu Mukherjee,Manoj Bajpayee,Smita Tambe,Adarsh Gourav,,,,,,,,,,6.4
Run,2004,137,"Action, Comedy, Drama",1292,Jeeva,Abhishek Bachchan,Bhoomika Chawla,Mahesh Manjrekar,,,,,,,,,,4.8
Run Bhuumi - Champs Don't Cry,2015,107,Family,7,Prashant Singh Rathore,Himani Attri,Mansoob Haider,Hema Singh,,,,,,,,,,5.7
Run Zindagi Run,2020,152,"Action, Crime, Thriller",8,Dinesh Parihar,Nitesh Shrivastava,Nidhi Shrivastava,Lokesh Gorker,,,,,,,,,,7.5
Rungoli,1962,136,"Musical, Drama, Family",13,Amar Kumar,Kishore Kumar,Vyjayanthimala,Jeevan,,,,,,,,,,6.5
Running Shaadi,2017,114,"Comedy, Romance",2440,Amit Roy,Arsh Bajwa,Taapsee Pannu,Richa Meena,,,,,,,,,,6.6
Runway: Love Among Gun Shots...,2009,102,"Action, Crime, Drama",23,Praful Tiwari,Sunil Tiwari,Amarjeet,Tulip Joshi,,,,,,,,,,4
Rupaye Dus Karod,1991,149,"Action, Drama, Thriller",25,Sikander Bharti,Rajesh Khanna,Chunky Panday,Amrita Singh,,,,,,,,,,5.4
Rush,2012,110,"Crime, Thriller",837,Shamin Desai,Emraan Hashmi,Sagarika Ghatge,Neha Dhupia,,,,,,,,,,3.7
Rustom,1982,139,Drama,23,Dara Singh,Dara Singh,Tanuja,Sohrab Modi,,,,,,,,,,6.3
